userId,movieId,rating,timestamp
1,6,2,980730861
1,22,3,980731380
1,32,2,980731926
1,50,5,980732037
1,110,4,980730408
1,164,3,980731766
1,198,3,980731282
1,260,5,980730769
1,296,4,980731208
1,303,3,980732235
1,318,3,980731417
1,350,3,980731745
1,366,2,980731621
1,367,4,980731380
1,431,2,980731312
1,432,2,980732235
1,451,1,980731789
1,457,4,980730816
1,474,3,980730816
1,480,4,980731903
1,492,3,980731745
1,521,3,980731312
1,527,4,980730464
1,541,4,980731842
1,553,3,980732194
1,589,5,980730794
1,590,2,980732165
1,592,3,980731312
1,593,5,980731433
1,608,5,980732037
1,648,5,980731766
1,731,1,980731712
1,750,3,980731860
1,780,5,980731988
1,858,5,980730742
1,913,3,980731647
1,924,2,980731662
1,968,4,980731542
1,996,2,980732235
1,999,4,980731282
1,1034,3,980731208
1,1036,5,980730816
1,1073,3,980730952
1,1089,5,980731208
1,1092,3,980731712
1,1097,5,980731882
1,1127,3,980731882
1,1129,5,980731943
1,1130,3,980731565
1,1136,4,980731063
1,1196,4,980730935
1,1197,4,980730769
1,1198,5,980730769
1,1199,2,980731882
1,1200,3,980731842
1,1201,4,980730742
1,1206,4,980731860
1,1208,3,980732109
1,1210,3,980730383
1,1214,3,980730769
1,1215,4,980730898
1,1219,5,980731501
1,1220,4,980730879
1,1221,5,980730742
1,1227,3,980731263
1,1234,5,980731112
1,1240,5,980730794
1,1242,3,980730794
1,1252,4,980731647
1,1253,3,980731903
1,1257,5,980731149
1,1258,5,980731523
1,1259,3,980730952
1,1261,4,980730742
1,1262,4,980730935
1,1265,4,980731078
1,1266,3,980732146
1,1270,3,980731842
1,1276,3,980731063
1,1278,3,980731112
1,1283,4,980732146
1,1287,3,980730794
1,1291,3,980730952
1,1304,4,980731134
1,1321,5,980731542
1,1333,4,980731565
1,1347,5,980731565
1,1356,3,980731943
1,1358,3,980731433
1,1372,3,980731943
1,1374,3,980730964
1,1376,3,980731882
1,1378,3,980732235
1,1387,5,980730769
1,1394,2,980731092
1,1396,4,980731332
1,1407,3,980731565
1,1500,4,980731135
1,1527,3,980730464
1,1573,5,980732011
1,1580,5,980731988
1,1589,3,980730408
1,1597,3,980731789
1,1610,3,980730816
1,1617,3,980731188
1,1625,3,980731680
1,1627,3,980731745
1,1645,2,980731333
1,1689,3,980731766
1,1732,2,980731380
1,1748,2,980731860
1,1754,2,980731789
1,1799,3,980731333
1,1805,3,980731312
1,1876,3,980731988
1,1892,3,980731766
1,1909,3,980731745
1,1953,4,980731247
1,1954,5,980730834
1,1965,3,980731903
1,1982,4,980731501
1,1994,5,980731542
1,1997,3,980730383
1,2000,4,980730898
1,2001,3,980731357
1,2003,4,980731621
1,2009,5,980732011
1,2011,4,980732011
1,2012,3,980732011
1,2028,3,980730834
1,2076,3,980731662
1,2118,4,980731565
1,2130,2,980731312
1,2167,3,980731583
1,2194,3,980731247
1,2248,2,980731149
1,2267,3,980731712
1,2268,3,980731263
1,2288,3,980731903
1,2347,3,980730742
1,2391,4,980731228
1,2401,4,980732194
1,2407,5,980731943
1,2467,3,980731647
1,2478,1,980732248
1,2527,3,980732211
1,2529,5,980730879
1,2532,3,980730861
1,2542,2,980731078
1,2553,3,980731542
1,2571,4,980730794
1,2580,3,980731208
1,2664,4,980731501
1,2692,2,980730861
1,2701,1,980732248
1,2713,2,980731621
1,2716,5,980731501
1,2764,2,980731333
1,2782,4,980731523
1,2791,4,980731135
1,2804,5,980731042
1,2812,3,980730816
1,2858,4,980731043
1,2901,5,980731621
1,2912,3,980730742
1,2916,5,980730898
1,2917,3,980731228
1,2921,4,980732194
1,2922,5,980732194
1,2944,4,980730861
1,2947,4,980730794
1,2948,4,980730861
1,2951,5,980732194
1,2968,2,980730982
1,2973,2,980731092
1,2985,3,980731247
1,2987,3,980730982
1,3018,3,980731501
1,3032,3,980731969
1,3044,4,980731680
1,3074,3,980732211
1,3104,4,980730879
1,3147,4,980732061
1,3168,3,980730996
1,3272,1,980731357
1,3273,3,980731789
1,3362,3,980731228
1,3363,3,980731163
1,3386,3,980731712
1,3424,2,980731135
1,3471,4,980731860
1,3476,2,980731523
1,3508,3,980732165
1,3527,4,980730879
1,3543,3,980731163
1,3550,3,980731583
1,3551,5,980732061
1,3576,3,980731988
1,3578,5,980730834
1,3668,3,980731470
1,3681,5,980732165
1,3682,3,980732146
1,3699,5,980731903
1,3701,3,980731357
1,3702,3,980731969
1,3703,3,980731882
1,3706,2,980731680
1,3735,3,980731247
1,3763,4,980731312
1,3793,2,980731926
1,3827,2,980731926
1,3836,3,980730861
1,3839,4,980731523
1,3917,4,980731601
1,3927,3,980731943
1,4037,3,980731357
1,4041,4,980730682
1,4043,3,980731380
1,4082,3,980730641
1,4085,4,980730641
1,4086,3,980730641
1,4105,5,980730605
1,4121,3,980730573
1,4126,3,980730573
1,4128,5,980730573
1,4132,3,980730539
1,5060,5,980732109
2,2,4,1091931556
2,32,3,1091931572
2,34,5,1091931000
2,50,4,1091931562
2,105,5,1091930815
2,153,4,1091931501
2,349,4,1091930918
2,364,5,1091931487
2,500,4,1091931517
2,552,3,1091931510
2,648,5,1091931468
2,736,3,1091931476
2,762,2,1091930791
2,858,4,1091931453
2,953,5,1091931458
2,1101,3,1091931402
2,1249,4,1091931076
2,1275,5,1091930862
2,1356,1,1091930923
2,1374,1.5,1091931391
2,1375,1,1091930848
2,1377,4,1091930810
2,1387,4,1091930938
2,1584,4,1091931441
2,1625,5,1091930838
2,1645,4,1091931752
2,1653,5,1091930696
2,1721,4,1091931347
2,1777,4,1091930874
2,1894,3,1091931766
2,1923,5,1091931368
2,1997,5,1091930858
2,2028,4,1091931323
2,2053,3,1091931038
2,2067,5,1091931730
2,2115,4,1091930961
2,2268,4,1091930686
2,2291,5,1091931374
2,2294,5,1091931027
2,2384,4,1091931706
2,2396,4,1091931328
2,2406,4,1091930752
2,2496,4,1091931677
2,2617,4,1091930739
2,2640,5,1091930710
2,2712,3,1091930663
2,2804,3,1091930780
2,3100,5,1091930976
2,3101,5,1091930833
2,3408,3,1091930724
2,3623,4.5,1091931361
2,3996,3,1091930933
2,5218,4,1091931545
2,5299,4,1091930995
2,7153,4.5,1091932766
3,3,4,901233027
3,5,4,901234813
3,7,4,901233027
3,17,4,901233027
3,34,5,901234495
3,39,4,901234813
3,45,3,901234813
3,46,3,901233027
3,48,1,901233284
3,110,5,901232920
3,224,3,901233502
3,236,5,901235150
3,260,5,901233123
3,261,5,901232635
3,265,4,901233123
3,266,5,901233700
3,289,3,901235058
3,339,5,901233423
3,356,5,901233230
3,364,5,901234208
3,367,2,901234983
3,377,5,901233375
3,417,4,901233671
3,440,4,901233337
3,497,5,901233076
3,500,5,901235086
3,588,5,901234208
3,594,5,901234208
3,595,5,901234243
3,597,4,901233565
