userId,movieId,rating,timestamp
7,1,5,835583333
10,1,4,1113487849
13,1,4.5,1275864236
16,1,5,855198755
21,1,5,865106839
22,1,4,1252334067
27,1,4,1236538174
30,1,5,847451791
31,1,3,1039405920
36,1,2.5,1120306178
37,1,5,1278960094
39,1,5,1421963192
40,1,3.5,1306926127
44,1,3.5,1370197783
45,1,4,940254011
48,1,5,1007190921
51,1,4,1021784959
58,1,4,869221995
61,1,5,861795516
70,1,4,1159308187
72,1,3,894902672
75,1,5,850205619
80,1,3.5,1171846373
84,1,1,1328400944
85,1,2,1147855493
86,1,3.5,1368885229
87,1,5,848503916
89,1,3,846590456
92,1,3,944340594
96,1,5,882594417
98,1,3,858461420
100,1,5,834451205
105,1,3,1046140820
106,1,3,1008864246
109,1,4.5,1326099453
111,1,5,1004511328
113,1,4,1118674923
120,1,3,977605721
123,1,3.5,1085087936
124,1,5,901981162
126,1,5,1153188016
130,1,4,1118470088
132,1,5,944923823
133,1,4,852212373
134,1,5,1368209505
136,1,4,834137936
141,1,4,947392754
142,1,1,1157718962
145,1,3,945467731
147,1,5,861218187
150,1,4,1164337444
151,1,3.5,1227478019
152,1,4.5,1056261000
153,1,3.5,1127351059
156,1,3,866736804
157,1,4.5,1394694063
162,1,3,1208875404
171,1,3,867338979
173,1,4,1381708725
176,1,2,1421999666
183,1,4,1216129456
184,1,4,1147996106
187,1,4.5,1093612269
188,1,3,867824254
190,1,3,1171668333
192,1,2,1274925023
194,1,4,1297874268
195,1,3,834290605
196,1,4,1418320524
197,1,4.5,1347422358
199,1,3,860005452
200,1,4.5,1156809565
201,1,5,1025022707
202,1,2.5,1071636005
211,1,3,850407670
217,1,5,828504918
219,1,3,939509508
228,1,5,982360874
234,1,3,1097696547
238,1,3,1001626412
245,1,4,974773645
246,1,3,1216132266
251,1,4,849113013
253,1,5,852334321
254,1,4,851872446
256,1,3.5,1232916522
258,1,3,901216382
261,1,5,854824181
262,1,5,1179770698
263,1,4,1414475796
264,1,2.5,1252814356
271,1,3,1273228128
274,1,3,846659965
284,1,2,1070555630
289,1,4.5,1125985909
290,1,5,1342626325
292,1,4,849525683
294,1,3.5,1153541463
295,1,2,862746017
299,1,5,965322656
300,1,2,834038363
302,1,3,945111140
306,1,5,829920148
307,1,3,860349039
308,1,3.5,1222016861
310,1,3.5,1175935476
311,1,4,1238239723
318,1,5,1202982262
319,1,4,1161736095
320,1,2,1116468250
323,1,4,938894228
328,1,1.5,1379514259
329,1,4,1115789101
330,1,4,1219031138
338,1,2,1134065251
339,1,4.5,1381790361
340,1,3,864828661
341,1,4,1115115031
342,1,5,1310598089
343,1,4,850247685
344,1,5,1275023501
345,1,4,859584669
350,1,5,980552711
352,1,4,1180617436
360,1,3.5,1169342276
363,1,2,897220019
364,1,4,1124589775
365,1,4,1424224130
372,1,5,862288114
375,1,3,1134866682
377,1,4,1078585542
380,1,4,1129776541
384,1,2.5,1224653282
386,1,4,974085111
387,1,3,834988011
389,1,4,1069644681
394,1,3,975602509
395,1,3,865287270
399,1,3,915725205
402,1,3,834124227
404,1,4,855741277
410,1,1.5,1228945786
411,1,4,1157676499
415,1,5,939082324
416,1,5,1000192028
417,1,4,1039467615
421,1,3,859465589
424,1,3,850995715
427,1,5,832951849
428,1,4,993677989
432,1,4,996342562
435,1,4,980728991
439,1,4,1129687804
442,1,3,1147908327
444,1,5,1113223287
445,1,3,859995739
447,1,4,1134088457
450,1,4,849909898
453,1,4,1041633173
455,1,3,1030053268
456,1,5,847536084
458,1,5,1322600294
463,1,5,1307067849
466,1,3,864700780
469,1,3.5,1126119283
475,1,2.5,1255959282
477,1,4.5,1328324519
479,1,3,861445027
481,1,3,1100034245
489,1,4,832447335
500,1,5,1051224133
507,1,3,975705033
511,1,3,947710249
512,1,3,846526255
516,1,3,880846264
520,1,3,865781555
522,1,3,1023353327
523,1,3.5,1076952613
524,1,4,861875541
526,1,5,970541258
531,1,4,830359454
538,1,4,1168923184
541,1,5,835532155
544,1,4.5,1198469375
547,1,5,847114283
550,1,3.5,1296441497
552,1,4,1225238101
554,1,3,1201374938
557,1,4,853615749
558,1,5,880109108
563,1,4,1195661988
565,1,3,1380964252
567,1,4,981352697
570,1,4,905442871
571,1,4,1164398474
577,1,5,894104495
580,1,4.5,1214711915
581,1,4,1205148403
582,1,5,847327698
583,1,4,985559596
585,1,2.5,1078706514
586,1,4,965311652
590,1,5,1095546760
603,1,3.5,1056925792
604,1,4,1210502223
608,1,4,988309155
614,1,4,1404972226
616,1,4.5,1134735037
626,1,3,1165607201
631,1,4.5,1094840102
632,1,5,862942107
633,1,3.5,1414747844
647,1,4,834767668
651,1,4,974749429
653,1,3,850988642
655,1,4,974782170
657,1,3,1111538782
663,1,3.5,1130850782
667,1,5,854633699
670,1,4.5,1314278478
671,1,4,868939243
672,1,5,866652670
677,1,3,1051769701
678,1,3,996083431
685,1,5,831728591
694,1,4,833426824
695,1,5,832326753
698,1,4,995746851
700,1,5,964216873
701,1,5,954535649
704,1,4,1199150036
706,1,4,831730602
2,2,4,1091931556
7,2,4,834624766
13,2,4,1275864744
14,2,4,845283828
30,2,3,837682379
32,2,3.5,1078795416
34,2,3,845468281
40,2,4,1398865443
45,2,2,949432341
48,2,5,1007256074
70,2,3.5,1159383204
87,2,5,848503729
89,2,3,846590366
92,2,3,945548573
102,2,3,1117802539
106,2,2,1008864692
107,2,3,836318139
113,2,2,1118678322
114,2,2,947456655
116,2,2,1097976284
123,2,1.5,1121449078
124,2,5,901979766
126,2,4,1153188709
130,2,4,1118473196
139,2,3,848322492
159,2,3.5,1076528803
161,2,3,844955198
162,2,3,1208876388
163,2,4,836081512
173,2,4,1398082054
180,2,3,949553134
182,2,3,835696490
191,2,5,945219993
192,2,2,1273117192
194,2,4,1297874417
201,2,4,1024970923
202,2,2,1071707413
203,2,3,875751167
210,2,2,945323048
215,2,2.5,1112317874
228,2,3,982341225
246,2,4,1216132562
248,2,3,837297742
250,2,3.5,1111487377
251,2,3,849112984
258,2,4,887819616
264,2,1.5,1252820226
271,2,2,1273228438
285,2,4.5,1207494760
289,2,4,1125966880
302,2,4,971828227
306,2,4,829920147
310,2,3,1176023888
318,2,5,1202982487
320,2,1,1192950083
324,2,2,1192200607
329,2,3.5,1118818346
330,2,1,1219031558
344,2,4,1275024174
352,2,2.5,1180617363
355,2,3,843980492
357,2,3,842337543
359,2,3,843232076
360,2,4,1169342577
364,2,1,1124590360
365,2,3.5,1424224264
366,2,4,836346812
371,2,4,1409093666
372,2,3,837149466
374,2,2.5,1137936340
377,2,3.5,1134793422
381,2,2,836907446
383,2,3,1174178623
384,2,2,1224724351
396,2,4,997711368
402,2,3,834124438
408,2,3,836657956
409,2,2.5,1239846404
416,2,3,1000192791
417,2,2.5,1131048738
427,2,3,832952053
450,2,4,849958284
455,2,3,1094959826
456,2,5,847535762
463,2,4.5,1307068474
475,2,2,1328176561
476,2,4,845862466
480,2,5,1139356191
482,2,3,846447809
486,2,5,838280532
488,2,4,943284722
489,2,3,837205630
490,2,3,853614806
492,2,4,846878131
500,2,2,1051223407
502,2,4,835968059
504,2,3,837463844
511,2,2,947709829
512,2,3,846526169
516,2,3,880849175
538,2,4,1169022218
541,2,4,835532398
544,2,2,1198469727
546,2,3,844540975
563,2,3,1195662789
566,2,4,1104638894
567,2,1,981353816
570,2,4,905445229
574,2,3.5,1406115156
581,2,4,1205149126
583,2,4,985559753
604,2,4,1210502476
608,2,4,988240390
614,2,3,1404978612
616,2,2,1134735461
630,2,3.5,1356516082
646,2,4,852161888
650,2,2.5,1394852300
656,2,4,836221348
663,2,3,1126918719
676,2,3.5,1119216204
678,2,3,996082950
682,2,0.5,1181439062
3,3,4,901233027
9,3,3,844674517
11,3,2.5,1111487964
48,3,3,1007266625
58,3,4,869221593
62,3,0.5,1078948910
87,3,4,848519691
100,3,3,850229097
114,3,2,947459203
126,3,4.5,1153188784
130,3,3.5,1118473354
133,3,4,852212426
139,3,3,848323201
147,3,5,861218213
156,3,1,866736845
160,3,3,913130561
161,3,3,844955755
170,3,4,858609188
177,3,3,1006286712
178,3,3,867068322
187,3,3.5,1281091031
188,3,3,867824320
200,3,3,1156803332
202,3,3,1071709136
211,3,5,850407713
227,3,3,973309870
231,3,2,1112157300
248,3,4,837298641
261,3,4,854824265
274,3,3,852553461
282,3,1.5,1157407027
288,3,3,1105822869
295,3,4,862746053
302,3,1,957902793
307,3,4,860349135
310,3,3,1176024034
327,3,3,956468318
345,3,3,859584734
360,3,3,1169342727
364,3,0.5,1124590964
366,3,4,836346253
370,3,5,1394907315
380,3,4,1129776816
385,3,3,976404863
405,3,2,861105461
421,3,3,859465681
445,3,1,859995779
447,3,0.5,1134088157
450,3,4,849909948
451,3,3,852372240
466,3,4,864700809
480,3,3,1139354904
481,3,3.5,1100032195
484,3,3,941802112
492,3,5,846879249
499,3,2,949177745
500,3,3,1051223099
502,3,3,835968189
503,3,3,859133865
508,3,1,966091548
512,3,2,846526779
523,3,3,1077011535
524,3,3,861875618
526,3,2,970540147
528,3,3,845062938
529,3,3,1181317464
544,3,2.5,1198469962
546,3,3,844730647
555,3,2.5,1105032026
557,3,4,853615795
566,3,3,1104638949
570,3,3,905442871
572,3,2,946921271
581,3,4,1205149392
608,3,3,988218324
626,3,3,1143047700
632,3,3,862942152
